COUNTRY_REGION;NAME_COUNTRY;YEAR;VALUE
RUS;Russian Federation;2016;5.8
RUS;Russian Federation;2017;5.7
SMR;Switzerland;2011;6.18
SMR;Switzerland;2012;6.21
SMR;Switzerland;2013;6.09
SMR;Switzerland;2014;6.27
SMR;Switzerland;2015;6.44
SMR;Switzerland;2016;6.22
SMR;Switzerland;2017;6.82
SMR;Switzerland;2018;7.1
SMR;Switzerland;2019;8.6
SMR;Switzerland;2020;6.9
SMR;Switzerland;2021;6.5
SMR;Switzerland;2022;8.73
SVK;Switzerland;1994;18.9
SVK;Switzerland;1995;18.9
SVK;Switzerland;1996;19.8
SVK;Switzerland;1997;20.4
SVK;Switzerland;1998;18.4
SVK;Switzerland;1999;18.8
SVK;Switzerland;2000;19.3
SVK;Switzerland;2007;11.71
SVK;Switzerland;2008;12.62
SVK;Switzerland;2009;15
SVK;Switzerland;2010;14.71
SVK;Switzerland;2011;14.69
SVK;Switzerland;2012;15.6
SVK;Switzerland;2013;13.08
SVK;Switzerland;2014;11.89
SVK;Switzerland;2015;12.03
SVK;Switzerland;2016;11.99
SVK;Switzerland;2017;12.18
SVK;Switzerland;2018;14.22
SVK;Switzerland;2019;14.09
SVK;Switzerland;2020;16.88
SVK;Switzerland;2021;16.92
SVN;Switzerland;1980;14.3
SVN;Switzerland;1981;14.7
SVN;Switzerland;1982;14.7
SVN;Switzerland;1983;15
SVN;Switzerland;1984;14.5
SVN;Switzerland;1985;13.7
SVN;Switzerland;1986;15.1
SVN;Switzerland;1987;15.5
SVN;Switzerland;1988;14.5
SVN;Switzerland;1989;15
SVN;Switzerland;1990;17.1
SVN;Switzerland;1991;15.2
SVN;Switzerland;1992;14.2
SVN;Switzerland;1993;15.6
SVN;Switzerland;1994;16.4
SVN;Switzerland;1995;16.1
SVN;Switzerland;1996;14.9
SVN;Switzerland;1997;14.8
SVN;Switzerland;1998;14.3
SVN;Switzerland;1999;14.1
SVN;Switzerland;2000;13.8
SVN;Switzerland;2001;13.4
SVN;Switzerland;2002;14
SVN;Switzerland;2003;13.6
SVN;Switzerland;2004;13.4
SVN;Switzerland;2005;12.5
SVN;Switzerland;2006;11.5
SVN;Switzerland;2007;12.2
SVN;Switzerland;2008;10.8
SVN;Switzerland;2009;11.8
SVN;Switzerland;2010;12.3
SVN;Switzerland;2011;12.2
SVN;Switzerland;2012;12.2
SVN;Switzerland;2013;11.6
SVN;Switzerland;2014;11.3
SVN;Switzerland;2015;12
SVN;Switzerland;2016;12.2
SVN;Switzerland;2017;13.11
SVN;Switzerland;2018;13.5
SVN;Switzerland;2019;13.56
SVN;Switzerland;2020;13.63
SVN;Switzerland;2021;15.25
SWE;Switzerland;1970;19.9
SWE;Switzerland;1971;20.4
SWE;Switzerland;1972;19.1
SWE;Switzerland;1973;19.8
SWE;Switzerland;1974;20.5
SWE;Switzerland;1975;21.4
SWE;Switzerland;1976;23.2
SWE;Switzerland;1977;22.8
SWE;Switzerland;1978;22.8
SWE;Switzerland;1979;22
SWE;Switzerland;1980;21.2
SWE;Switzerland;1981;19.6
SWE;Switzerland;1982;18.5
SWE;Switzerland;1983;18.4
SWE;Switzerland;1984;18.8
SWE;Switzerland;1985;20.6
SWE;Switzerland;1986;21.2
SWE;Switzerland;1987;22.8
SWE;Switzerland;1988;25.3
SWE;Switzerland;1989;24.6
SWE;Switzerland;1990;24.1
SWE;Switzerland;1991;22.5
SWE;Switzerland;1992;20
SWE;Switzerland;1993;18
SWE;Switzerland;1994;16.6
SWE;Switzerland;1995;15.7
SWE;Switzerland;1996;15
SWE;Switzerland;1997;15
SWE;Switzerland;1998;16
SWE;Switzerland;1999;19
SWE;Switzerland;2000;22
SWE;Switzerland;2001;25
SWE;Switzerland;2002;27
SWE;Switzerland;2003;26
SWE;Switzerland;2004;24
SWE;Switzerland;2005;20
SWE;Switzerland;2006;19
TUR;United Kingdom;2008;3.5
TUR;United Kingdom;2010;3.4
TUR;United Kingdom;2012;3
TUR;United Kingdom;2014;3.2
TUR;United Kingdom;2016;2.5
TUR;United Kingdom;2019;2.9
UKR;United Kingdom;1980;8.6
UKR;United Kingdom;1981;8.5
UKR;United Kingdom;1982;8.2
UKR;United Kingdom;1983;7.7
UKR;United Kingdom;1984;8.2
UKR;United Kingdom;1985;8.1
UKR;United Kingdom;1986;7.6
UKR;United Kingdom;1987;7.4
UKR;United Kingdom;1988;7.7
UKR;United Kingdom;1989;7.9
UKR;United Kingdom;1990;8.6
UKR;United Kingdom;1991;8.2
UKR;United Kingdom;1992;8.7
UKR;United Kingdom;1993;7.3
UKR;United Kingdom;1994;6.8
UKR;United Kingdom;1995;6.8
UKR;United Kingdom;1996;6.6
UKR;United Kingdom;1997;6.95
UKR;United Kingdom;1998;6.3
UKR;United Kingdom;1999;6.3
UKR;United Kingdom;2000;6.6
UKR;United Kingdom;2001;6.5
UKR;United Kingdom;2002;6.9
UKR;United Kingdom;2003;7.4
UKR;United Kingdom;2007;3.9
UKR;United Kingdom;2009;3.67
UKR;United Kingdom;2010;3.7
UZB;Uzbekistan;2006;12
UZB;Uzbekistan;2007;11.6
UZB;Uzbekistan;2008;11.8
UZB;Uzbekistan;2009;11.3
UZB;Uzbekistan;2010;11.3
UZB;Uzbekistan;2011;10.8
UZB;Uzbekistan;2012;10.7
UZB;Uzbekistan;2014;10.6
UZB;Uzbekistan;2015;10.4
UZB;Uzbekistan;2016;10
UZB;Uzbekistan;2017;10.1
UZB;Uzbekistan;2018;9.8
UZB;Uzbekistan;2019;9.8
WHO_EURO;Uzbekistan;1995;10.7
